,time,source,destination,protocol,length,source_port,destination_port,request_method,response_code,request_uri,data,user_agent
0,1722788493.930470000,10.0.3.15,20.50.73.11,HTTPS,55,50075,443,,,,,
1,1722788493.930768000,20.50.73.11,10.0.3.15,HTTPS,60,443,50075,,,,,
2,1722788494.766513000,10.0.3.15,3.162.34.14,HTTPS,55,50244,443,,,,,
3,1722788494.766830000,3.162.34.14,10.0.3.15,HTTPS,60,443,50244,,,,,
4,1722788494.969992000,10.0.3.15,104.117.77.107,HTTPS,55,50118,443,,,,,
5,1722788494.970665000,104.117.77.107,10.0.3.15,HTTPS,60,443,50118,,,,,
6,1722788495.212326000,10.0.3.15,18.245.199.156,HTTPS,1933,50280,443,,,,,
7,1722788495.212392000,10.0.3.15,18.245.199.156,HTTPS,93,50280,443,,,,,
8,1722788495.212904000,18.245.199.156,10.0.3.15,HTTPS,60,443,50280,,,,,
9,1722788495.212904000,18.245.199.156,10.0.3.15,HTTPS,60,443,50280,,,,,
10,1722788495.212904000,18.245.199.156,10.0.3.15,HTTPS,60,443,50280,,,,,
11,1722788495.232934000,18.245.199.156,10.0.3.15,HTTPS,93,443,50280,,,,,
12,1722788495.285513000,10.0.3.15,18.245.199.156,HTTPS,54,50280,443,,,,,
13,1722788495.285741000,10.0.3.15,52.94.223.167,HTTPS,54,50299,443,,,,,
14,1722788495.285818000,10.0.3.15,92.123.51.19,HTTPS,54,50325,443,,,,,
15,1722788495.285884000,52.94.223.167,10.0.3.15,HTTPS,60,443,50299,,,,,
16,1722788495.285884000,92.123.51.19,10.0.3.15,HTTPS,60,443,50325,,,,,
17,1722788495.285905000,10.0.3.15,80.77.87.166,HTTPS,54,50347,443,,,,,
18,1722788495.285923000,10.0.3.15,80.77.87.166,HTTPS,54,50347,443,,,,,
19,1722788495.286023000,80.77.87.166,10.0.3.15,HTTPS,60,443,50347,,,,,
20,1722788495.286131000,10.0.3.15,51.89.9.251,HTTPS,54,50342,443,,,,,
21,1722788495.286177000,10.0.3.15,69.173.156.148,HTTPS,54,50350,443,,,,,
22,1722788495.286207000,10.0.3.15,69.173.156.148,HTTPS,54,50297,443,,,,,
23,1722788495.286258000,10.0.3.15,69.173.156.149,HTTPS,54,50345,443,,,,,
24,1722788495.286261000,51.89.9.251,10.0.3.15,HTTPS,60,443,50342,,,,,
25,1722788495.286261000,69.173.156.148,10.0.3.15,HTTPS,60,443,50350,,,,,
26,1722788495.286310000,10.0.3.15,88.221.83.234,HTTPS,54,50223,443,,,,,
