,time,source,destination,protocol,length,source_port,destination_port,request_method,request_uri,data,user_agent
0,1722724284.327785000,23.41.178.65,10.0.3.15,TCP,1514,443,49760,,,,
1,1722724284.327785000,23.41.178.65,10.0.3.15,TCP,1490,443,49760,,,,
2,1722724284.327860000,10.0.3.15,23.41.178.65,TCP,54,49760,443,,,,
3,1722724284.332781000,104.90.25.41,10.0.3.15,TCP,1502,443,49717,,,,
4,1722724284.336066000,23.41.178.65,10.0.3.15,TCP,1514,443,49760,,,,
5,1722724284.336066000,23.41.178.65,10.0.3.15,TCP,1490,443,49760,,,,
6,1722724284.336150000,10.0.3.15,23.41.178.65,TCP,54,49760,443,,,,
7,1722724284.338298000,104.90.25.41,10.0.3.15,TCP,1502,443,49717,,,,
8,1722724284.338351000,10.0.3.15,104.90.25.41,TCP,54,49717,443,,,,
9,1722724284.343119000,10.0.3.15,23.41.178.65,TCP,89,49760,443,,,,
10,1722724284.343408000,23.41.178.65,10.0.3.15,TCP,60,443,49760,,,,
11,1722724284.349489000,104.90.25.41,10.0.3.15,TCP,1502,443,49717,,,,
12,1722724284.364916000,151.101.10.172,10.0.3.15,TCP,1514,80,49712,,,,
13,1722724284.364916000,151.101.10.172,10.0.3.15,TCP,479,80,49712,,,,
14,1722724284.364916000,23.41.178.65,10.0.3.15,TCP,1502,443,49760,,,,
15,1722724284.365097000,10.0.3.15,151.101.10.172,TCP,54,49712,80,,,,
16,1722724284.372054000,151.101.10.172,10.0.3.15,TCP,1498,80,49712,,,,
17,1722724284.372054000,104.90.25.41,10.0.3.15,TCP,1502,443,49717,,,,
18,1722724284.372166000,10.0.3.15,104.90.25.41,TCP,54,49717,443,,,,
19,1722724284.376248000,151.101.10.172,10.0.3.15,TCP,1514,80,49712,,,,
20,1722724284.376248000,151.101.10.172,10.0.3.15,TCP,1482,80,49712,,,,
21,1722724284.376313000,10.0.3.15,151.101.10.172,TCP,54,49712,80,,,,
22,1722724284.380972000,23.41.178.65,10.0.3.15,TCP,1514,443,49760,,,,
23,1722724284.380972000,23.41.178.65,10.0.3.15,TCP,1490,443,49760,,,,
24,1722724284.381009000,10.0.3.15,23.41.178.65,TCP,54,49760,443,,,,
25,1722724284.381095000,10.0.3.3,10.0.3.15,UDP,182,53,55869,,,,
26,1722724284.381314000,10.0.3.3,10.0.3.15,UDP,292,53,61786,,,,
27,1722724284.382916000,10.0.3.15,204.79.197.239,TCP,66,49792,443,,,,
28,1722724284.403271000,151.101.10.172,10.0.3.15,TCP,1498,80,49712,,,,
29,1722724284.403382000,10.0.3.15,151.101.10.172,TCP,54,49712,80,,,,
30,1722724284.407989000,151.101.10.172,10.0.3.15,HTTP,63,80,49712,,,,
31,1722724284.407989000,23.41.178.65,10.0.3.15,TCP,1502,443,49760,,,,
32,1722724284.407989000,104.90.25.41,10.0.3.15,TCP,1502,443,49717,,,,
33,1722724284.408095000,10.0.3.15,23.41.178.65,TCP,54,49760,443,,,,
34,1722724284.409170000,10.0.3.15,151.101.10.172,HTTP,304,49712,80,GET,/d/msdownload/update/others/2024/08/41710779_7da8b248415bbefde3630ccf11dd9d2ee223feea.cab,,Windows-Update-Agent/1216.2402.13012.0 Client-Protocol/2.80
35,1722724284.409422000,151.101.10.172,10.0.3.15,TCP,60,80,49712,,,,
36,1722724284.425908000,23.41.178.65,10.0.3.15,TCP,1502,443,49760,,,,
37,1722724284.442847000,104.90.25.41,10.0.3.15,TCP,1502,443,49717,,,,
38,1722724284.442914000,10.0.3.15,104.90.25.41,TCP,54,49717,443,,,,
