,time,source,destination,protocol,length,source_port,destination_port,request_method,request_uri,data,user_agent
0,1722788563.268518000,10.0.3.15,185.199.108.154,TCP,55,50537,443,,,,
1,1722788563.268735000,185.199.108.154,10.0.3.15,TCP,60,443,50537,,,,
2,1722788563.909996000,3.66.146.62,10.0.3.15,TCP,100,443,50438,,,,
3,1722788563.910237000,10.0.3.15,3.66.146.62,TCP,54,50438,443,,,,
4,1722788563.910406000,3.66.146.62,10.0.3.15,TCP,60,443,50438,,,,
5,1722788563.910471000,3.66.146.62,10.0.3.15,TCP,85,443,50438,,,,
6,1722788563.910510000,10.0.3.15,3.66.146.62,TCP,54,50438,443,,,,
7,1722788563.910864000,3.66.146.62,10.0.3.15,TCP,60,443,50438,,,,
8,1722788565.187941000,44.209.52.207,10.0.3.15,TCP,100,443,50450,,,,
9,1722788565.188315000,44.209.52.207,10.0.3.15,TCP,85,443,50450,,,,
10,1722788565.188349000,10.0.3.15,44.209.52.207,TCP,54,50450,443,,,,
11,1722788565.197725000,44.209.52.207,10.0.3.15,TCP,60,443,50450,,,,
12,1722788565.197770000,10.0.3.15,44.209.52.207,TCP,54,50450,443,,,,
13,1722788565.256178000,147.75.81.235,10.0.3.15,TCP,528,443,50457,,,,
14,1722788565.256366000,147.75.81.235,10.0.3.15,TCP,60,443,50457,,,,
15,1722788565.256415000,10.0.3.15,147.75.81.235,TCP,54,50457,443,,,,
16,1722788565.363864000,44.209.52.207,10.0.3.15,TCP,131,443,50451,,,,
17,1722788565.364205000,10.0.3.15,44.209.52.207,TCP,54,50451,443,,,,
18,1722788565.364461000,44.209.52.207,10.0.3.15,TCP,60,443,50451,,,,
19,1722788565.365233000,44.209.52.207,10.0.3.15,TCP,60,443,50451,,,,
20,1722788565.365259000,10.0.3.15,44.209.52.207,TCP,54,50451,443,,,,
21,1722788565.548650000,34.243.143.109,10.0.3.15,TCP,131,443,50360,,,,
22,1722788565.548932000,10.0.3.15,34.243.143.109,TCP,54,50360,443,,,,
23,1722788565.549128000,34.243.143.109,10.0.3.15,TCP,60,443,50360,,,,
24,1722788565.549191000,34.243.143.109,10.0.3.15,TCP,60,443,50360,,,,
25,1722788565.549204000,10.0.3.15,34.243.143.109,TCP,54,50360,443,,,,
26,1722788565.569849000,216.200.232.253,10.0.3.15,TCP,85,443,50470,,,,
27,1722788565.569975000,216.200.232.253,10.0.3.15,TCP,60,443,50470,,,,
28,1722788565.570004000,10.0.3.15,216.200.232.253,TCP,54,50470,443,,,,
29,1722788565.599076000,54.194.1.167,10.0.3.15,TCP,131,443,50418,,,,
30,1722788565.599528000,54.194.1.167,10.0.3.15,TCP,60,443,50418,,,,
31,1722788565.599595000,10.0.3.15,54.194.1.167,TCP,54,50418,443,,,,
32,1722788565.599687000,10.0.3.15,54.194.1.167,TCP,54,50418,443,,,,
33,1722788565.599988000,54.194.1.167,10.0.3.15,TCP,60,443,50418,,,,
34,1722788565.728823000,35.214.149.91,10.0.3.15,TCP,85,443,50479,,,,
35,1722788565.729385000,35.214.149.91,10.0.3.15,TCP,60,443,50479,,,,
36,1722788565.729410000,10.0.3.15,35.214.149.91,TCP,54,50479,443,,,,
37,1722788565.742979000,147.75.81.235,10.0.3.15,TCP,93,443,50458,,,,
38,1722788565.743211000,10.0.3.15,147.75.81.235,TCP,54,50458,443,,,,
39,1722788565.743385000,147.75.81.235,10.0.3.15,TCP,60,443,50458,,,,
40,1722788565.759136000,147.75.84.127,10.0.3.15,TCP,93,443,50477,,,,
41,1722788565.759857000,10.0.3.15,147.75.84.127,TCP,54,50477,443,,,,
42,1722788565.760136000,147.75.84.127,10.0.3.15,TCP,60,443,50477,,,,
43,1722788565.768754000,147.75.81.235,10.0.3.15,TCP,78,443,50458,,,,
44,1722788565.768754000,147.75.81.235,10.0.3.15,TCP,60,443,50458,,,,
45,1722788565.768831000,10.0.3.15,147.75.81.235,TCP,54,50458,443,,,,
46,1722788565.778447000,147.75.84.127,10.0.3.15,TCP,78,443,50477,,,,
47,1722788565.778488000,10.0.3.15,147.75.84.127,TCP,54,50477,443,,,,
48,1722788566.687879000,10.0.3.15,239.255.255.250,UDP,217,50096,1900,,,,
49,1722788566.718896000,140.82.121.3,10.0.3.15,TCP,117,443,50524,,,,
50,1722788566.719151000,10.0.3.15,140.82.121.3,TCP,54,50524,443,,,,
51,1722788566.719318000,140.82.121.3,10.0.3.15,TCP,60,443,50524,,,,
52,1722788566.721679000,140.82.121.3,10.0.3.15,TCP,60,443,50524,,,,
53,1722788566.721696000,10.0.3.15,140.82.121.3,TCP,54,50524,443,,,,
54,1722788566.726678000,10.0.3.15,13.107.246.67,TCP,55,49894,443,,,,
55,1722788566.726832000,13.107.246.67,10.0.3.15,TCP,60,443,49894,,,,
56,1722788566.763214000,10.0.3.15,204.79.197.237,TCP,55,49895,443,,,,
57,1722788566.763499000,204.79.197.237,10.0.3.15,TCP,60,443,49895,,,,
58,1722788567.094924000,10.0.3.15,10.0.3.3,UDP,96,60731,53,,,,
59,1722788567.095109000,10.0.3.15,10.0.3.3,UDP,96,55127,53,,,,
60,1722788567.095370000,10.0.3.15,13.69.116.108,TCP,133,49979,443,,,,
61,1722788567.095424000,10.0.3.15,13.69.116.108,TCP,93,49979,443,,,,
62,1722788567.095446000,10.0.3.15,13.69.116.108,TCP,861,49979,443,,,,
63,1722788567.095507000,13.69.116.108,10.0.3.15,TCP,60,443,49979,,,,
64,1722788567.095565000,13.69.116.108,10.0.3.15,TCP,60,443,49979,,,,
65,1722788567.095565000,13.69.116.108,10.0.3.15,TCP,60,443,49979,,,,
66,1722788567.113151000,10.0.3.3,10.0.3.15,UDP,540,53,60731,,,,
67,1722788567.113387000,13.69.116.108,10.0.3.15,TCP,93,443,49979,,,,
68,1722788567.134129000,172.240.45.78,10.0.3.15,TCP,117,443,50466,,,,
69,1722788567.134302000,10.0.3.15,172.240.45.78,TCP,54,50466,443,,,,
70,1722788567.134487000,172.240.45.78,10.0.3.15,TCP,60,443,50466,,,,
71,1722788567.136374000,10.0.3.3,10.0.3.15,UDP,322,53,55127,,,,
72,1722788567.136956000,172.240.45.78,10.0.3.15,TCP,60,443,50466,,,,
73,1722788567.136971000,10.0.3.15,172.240.45.78,TCP,54,50466,443,,,,
74,1722788567.156281000,10.0.3.15,13.69.116.108,TCP,54,49979,443,,,,
75,1722788567.174337000,13.69.116.108,10.0.3.15,TCP,153,443,49979,,,,
76,1722788567.175042000,10.0.3.15,13.69.116.108,TCP,89,49979,443,,,,
77,1722788567.175229000,13.69.116.108,10.0.3.15,TCP,60,443,49979,,,,
78,1722788567.219573000,10.0.3.15,224.0.0.251,UDP,297,5353,5353,,,,
