,time,source,destination,protocol,length,source_port,destination_port,request_method,request_uri,data,user_agent
0,1722788746.730442000,10.0.3.15,88.221.83.17,HTTP,405,50658,80,GET,/d/msdownload/update/software/uprl/2024/07/windows-kb890830-x64-v5.126_9dfadeabc42898b0dd0d9d11e938bb8f82920867.exe,,Microsoft-Delivery-Optimization/10.1
1,1722788746.730837000,10.0.3.15,88.221.83.26,HTTP,412,50652,80,GET,/d/msdownload/update/software/secu/2024/06/windows11.0-kb5039895-x64-ndp481_07cac79df1c5f81f2c9b9fab334c7b6dc139ec3c.cab,,Microsoft-Delivery-Optimization/10.1
2,1722788746.730926000,88.221.83.17,10.0.3.15,TCP,60,80,50658,,,,
3,1722788746.731116000,88.221.83.26,10.0.3.15,TCP,60,80,50652,,,,
4,1722788746.746609000,88.221.83.17,10.0.3.15,TCP,1502,80,50658,,,,
5,1722788746.747182000,88.221.83.17,10.0.3.15,TCP,1502,80,50658,,,,
6,1722788746.747215000,10.0.3.15,88.221.83.17,TCP,54,50658,80,,,,
7,1722788746.747318000,88.221.83.17,10.0.3.15,TCP,1502,80,50658,,,,
8,1722788746.747394000,88.221.83.17,10.0.3.15,TCP,1502,80,50658,,,,
9,1722788746.747420000,10.0.3.15,88.221.83.17,TCP,54,50658,80,,,,
10,1722788746.747597000,88.221.83.17,10.0.3.15,TCP,1502,80,50658,,,,
11,1722788746.747597000,88.221.83.17,10.0.3.15,TCP,1502,80,50658,,,,
12,1722788746.747635000,10.0.3.15,88.221.83.17,TCP,54,50658,80,,,,
13,1722788746.748136000,88.221.83.17,10.0.3.15,TCP,1502,80,50658,,,,
14,1722788746.748271000,88.221.83.17,10.0.3.15,TCP,1502,80,50658,,,,
15,1722788746.748292000,10.0.3.15,88.221.83.17,TCP,54,50658,80,,,,
16,1722788746.748362000,88.221.83.17,10.0.3.15,TCP,1502,80,50658,,,,
17,1722788746.748958000,88.221.83.26,10.0.3.15,TCP,1502,80,50652,,,,
18,1722788746.749088000,88.221.83.26,10.0.3.15,TCP,1502,80,50652,,,,
19,1722788746.749103000,10.0.3.15,88.221.83.26,TCP,54,50652,80,,,,
20,1722788746.749229000,88.221.83.26,10.0.3.15,TCP,1502,80,50652,,,,
21,1722788746.749316000,88.221.83.26,10.0.3.15,TCP,1502,80,50652,,,,
22,1722788746.749331000,10.0.3.15,88.221.83.26,TCP,54,50652,80,,,,
23,1722788746.749454000,88.221.83.17,10.0.3.15,TCP,1502,80,50658,,,,
24,1722788746.749481000,10.0.3.15,88.221.83.17,TCP,54,50658,80,,,,
25,1722788746.749586000,88.221.83.17,10.0.3.15,TCP,1502,80,50658,,,,
26,1722788746.749679000,88.221.83.17,10.0.3.15,TCP,1502,80,50658,,,,
27,1722788746.749700000,10.0.3.15,88.221.83.17,TCP,54,50658,80,,,,
28,1722788746.749910000,88.221.83.26,10.0.3.15,TCP,1502,80,50652,,,,
29,1722788746.750051000,88.221.83.26,10.0.3.15,TCP,1502,80,50652,,,,
30,1722788746.750070000,10.0.3.15,88.221.83.26,TCP,54,50652,80,,,,
31,1722788746.750185000,88.221.83.26,10.0.3.15,TCP,1502,80,50652,,,,
32,1722788746.750293000,88.221.83.26,10.0.3.15,TCP,1502,80,50652,,,,
33,1722788746.750311000,10.0.3.15,88.221.83.26,TCP,54,50652,80,,,,
34,1722788746.750426000,88.221.83.17,10.0.3.15,TCP,1502,80,50658,,,,
35,1722788746.750531000,88.221.83.17,10.0.3.15,TCP,1502,80,50658,,,,
36,1722788746.750554000,10.0.3.15,88.221.83.17,TCP,54,50658,80,,,,
37,1722788746.750603000,88.221.83.17,10.0.3.15,TCP,1502,80,50658,,,,
38,1722788746.750785000,88.221.83.26,10.0.3.15,TCP,1502,80,50652,,,,
39,1722788746.751007000,88.221.83.26,10.0.3.15,TCP,1502,80,50652,,,,
40,1722788746.751027000,10.0.3.15,88.221.83.26,TCP,54,50652,80,,,,
41,1722788746.751090000,88.221.83.26,10.0.3.15,TCP,1502,80,50652,,,,
42,1722788746.751255000,88.221.83.17,10.0.3.15,TCP,1502,80,50658,,,,
