,time,source,destination,protocol,length,source_port,destination_port,request_method,response_code,request_uri,data,user_agent,response_phrase,content_type,content_length
0,1722788784.123052000,10.0.3.15,18.245.199.10,HTTPS,55,50573,443,,,,,,,,
1,1722788784.123266000,18.245.199.10,10.0.3.15,HTTPS,60,443,50573,,,,,,,,
2,1722788784.501095000,10.0.3.15,18.164.52.33,HTTPS,55,50572,443,,,,,,,,
3,1722788784.501879000,18.164.52.33,10.0.3.15,HTTPS,60,443,50572,,,,,,,,
4,1722788784.642186000,10.0.3.15,185.235.87.82,HTTPS,66,50704,443,,,,,,,,
5,1722788784.642388000,10.0.3.15,185.235.87.121,HTTPS,66,50705,443,,,,,,,,
6,1722788784.860918000,88.221.83.17,10.0.3.15,TCP,1502,80,50674,,,,,,,,
7,1722788784.889938000,10.0.3.15,185.235.87.82,HTTPS,66,50706,443,,,,,,,,
8,1722788784.890130000,10.0.3.15,185.235.87.121,HTTPS,66,50707,443,,,,,,,,
9,1722788784.905474000,10.0.3.15,88.221.83.17,TCP,54,50674,80,,,,,,,,
10,1722788784.905670000,88.221.83.17,10.0.3.15,TCP,1514,80,50674,,,,,,,,
11,1722788784.905670000,88.221.83.17,10.0.3.15,TCP,1514,80,50674,,,,,,,,
12,1722788784.905719000,10.0.3.15,88.221.83.17,TCP,54,50674,80,,,,,,,,
13,1722788784.905766000,88.221.83.17,10.0.3.15,TCP,1514,80,50674,,,,,,,,
14,1722788784.905826000,88.221.83.17,10.0.3.15,TCP,1514,80,50674,,,,,,,,
15,1722788784.905826000,88.221.83.17,10.0.3.15,TCP,1514,80,50674,,,,,,,,
16,1722788784.905847000,10.0.3.15,88.221.83.17,TCP,54,50674,80,,,,,,,,
17,1722788784.905905000,88.221.83.17,10.0.3.15,TCP,1514,80,50674,,,,,,,,
18,1722788784.905905000,88.221.83.17,10.0.3.15,TCP,1514,80,50674,,,,,,,,
19,1722788784.905905000,88.221.83.17,10.0.3.15,TCP,1514,80,50674,,,,,,,,
20,1722788784.905905000,88.221.83.17,10.0.3.15,TCP,1514,80,50674,,,,,,,,
21,1722788784.905922000,10.0.3.15,88.221.83.17,TCP,54,50674,80,,,,,,,,
22,1722788784.905992000,88.221.83.17,10.0.3.15,TCP,1514,80,50674,,,,,,,,
23,1722788784.905992000,88.221.83.17,10.0.3.15,TCP,1514,80,50674,,,,,,,,
24,1722788784.905992000,88.221.83.17,10.0.3.15,TCP,1514,80,50674,,,,,,,,
25,1722788784.905992000,88.221.83.17,10.0.3.15,TCP,1514,80,50674,,,,,,,,
26,1722788784.905992000,88.221.83.17,10.0.3.15,TCP,1514,80,50674,,,,,,,,
27,1722788784.906025000,10.0.3.15,88.221.83.17,TCP,54,50674,80,,,,,,,,
28,1722788784.906097000,88.221.83.17,10.0.3.15,TCP,1514,80,50674,,,,,,,,
29,1722788784.906097000,88.221.83.17,10.0.3.15,TCP,1514,80,50674,,,,,,,,
30,1722788784.906097000,88.221.83.17,10.0.3.15,TCP,1514,80,50674,,,,,,,,
31,1722788784.906097000,88.221.83.17,10.0.3.15,TCP,1514,80,50674,,,,,,,,
32,1722788784.906097000,88.221.83.17,10.0.3.15,TCP,1514,80,50674,,,,,,,,
33,1722788784.906097000,88.221.83.17,10.0.3.15,TCP,1514,80,50674,,,,,,,,
34,1722788784.906123000,10.0.3.15,88.221.83.17,TCP,54,50674,80,,,,,,,,
35,1722788784.906221000,88.221.83.17,10.0.3.15,TCP,1514,80,50674,,,,,,,,
36,1722788784.906221000,88.221.83.17,10.0.3.15,TCP,1514,80,50674,,,,,,,,
37,1722788784.906221000,88.221.83.17,10.0.3.15,TCP,1514,80,50674,,,,,,,,
38,1722788784.906221000,88.221.83.17,10.0.3.15,TCP,1514,80,50674,,,,,,,,
39,1722788784.906221000,88.221.83.17,10.0.3.15,TCP,1514,80,50674,,,,,,,,
40,1722788784.906221000,88.221.83.17,10.0.3.15,TCP,1514,80,50674,,,,,,,,
41,1722788784.906221000,88.221.83.17,10.0.3.15,TCP,1514,80,50674,,,,,,,,
42,1722788784.906254000,10.0.3.15,88.221.83.17,TCP,54,50674,80,,,,,,,,
